ALL	ant-1-2006-study1And2	0.78						
ALL	ant-1-2007-study1And2	0.24						
ALL	ant-1-2008-study1And2	0.51						
ALL	ant-1-2009-study1And2	0.28						
ALL	ant-1-2010-study1And2	0.49						
ALL	ant-1-2011-study1And2	0.00						
ALL	ant-1-2012-study1And2	0.40						
ALL	ant-2-2006-study1And2	0.24						
ALL	ant-2-2007-study1And2	0.04						
ALL	ant-2-2008-study1And2	0.08						
ALL	ant-2-2009-study1And2	0.32						
ALL	ant-2-2010-study1And2	0.63						
ALL	ant-2-2011-study1And2	0.19						
ALL	ant-2-2012-study1And2	0.62			
A	ant-1-2006-study1And2	0.78						
A	ant-1-2007-study1And2	0.08						
A	ant-1-2008-study1And2	0.52						
A	ant-1-2009-study1And2	0.21						
A	ant-1-2010-study1And2	0.47						
A	ant-1-2011-study1And2	0.00						
A	ant-1-2012-study1And2	0.30						
A	ant-2-2006-study1And2	0.17						
A	ant-2-2007-study1And2	0.08						
A	ant-2-2008-study1And2	0.06						
A	ant-2-2009-study1And2	0.20						
A	ant-2-2010-study1And2	0.55						
A	ant-2-2011-study1And2	0.12						
A	ant-2-2012-study1And2	0.61						
P	ant-1-2006-study1And2	0.78						
P	ant-1-2007-study1And2	0.15						
P	ant-1-2008-study1And2	0.52						
P	ant-1-2009-study1And2	0.16						
P	ant-1-2010-study1And2	0.48						
P	ant-1-2011-study1And2	0.00						
P	ant-1-2012-study1And2	0.33						
P	ant-2-2006-study1And2	0.20						
P	ant-2-2007-study1And2	0.09						
P	ant-2-2008-study1And2	0.20						
P	ant-2-2009-study1And2	0.24						
P	ant-2-2010-study1And2	0.63						
P	ant-2-2011-study1And2	0.01						
P	ant-2-2012-study1And2	0.62						
S	ant-1-2006-study1And2	0.14						
S	ant-1-2007-study1And2	0.21						
S	ant-1-2008-study1And2	0.39						
S	ant-1-2009-study1And2	0.42						
S	ant-1-2010-study1And2	0.52						
S	ant-1-2011-study1And2	0.00						
S	ant-1-2012-study1And2	0.37						
S	ant-2-2006-study1And2	0.21						
S	ant-2-2007-study1And2	0.02						
S	ant-2-2008-study1And2	0.09						
S	ant-2-2009-study1And2	0.36						
S	ant-2-2010-study1And2	0.32						
S	ant-2-2011-study1And2	0.16						
S	ant-2-2012-study1And2	0.00						
S_A	ant-1-2006-study1And2	0.73						
S_A	ant-1-2007-study1And2	0.22						
S_A	ant-1-2008-study1And2	0.55						
S_A	ant-1-2009-study1And2	0.20						
S_A	ant-1-2010-study1And2	0.48						
S_A	ant-1-2011-study1And2	0.00						
S_A	ant-1-2012-study1And2	0.35						
S_A	ant-2-2006-study1And2	0.20						
S_A	ant-2-2007-study1And2	0.05						
S_A	ant-2-2008-study1And2	0.03						
S_A	ant-2-2009-study1And2	0.35						
S_A	ant-2-2010-study1And2	0.52						
S_A	ant-2-2011-study1And2	0.32						
S_A	ant-2-2012-study1And2	0.62						
S_P	ant-1-2006-study1And2	0.79						
S_P	ant-1-2007-study1And2	0.30						
S_P	ant-1-2008-study1And2	0.48						
S_P	ant-1-2009-study1And2	0.33						
S_P	ant-1-2010-study1And2	0.47						
S_P	ant-1-2011-study1And2	0.00						
S_P	ant-1-2012-study1And2	0.40						
S_P	ant-2-2006-study1And2	0.28						
S_P	ant-2-2007-study1And2	0.01						
S_P	ant-2-2008-study1And2	0.08						
S_P	ant-2-2009-study1And2	0.31						
S_P	ant-2-2010-study1And2	0.61						
S_P	ant-2-2011-study1And2	0.02						
S_P	ant-2-2012-study1And2	0.61						
A_P	ant-1-2006-study1And2	0.76						
A_P	ant-1-2007-study1And2	0.25						
A_P	ant-1-2008-study1And2	0.50						
A_P	ant-1-2009-study1And2	0.16						
A_P	ant-1-2010-study1And2	0.49						
A_P	ant-1-2011-study1And2	0.00						
A_P	ant-1-2012-study1And2	0.31						
A_P	ant-2-2006-study1And2	0.26						
A_P	ant-2-2007-study1And2	0.08						
A_P	ant-2-2008-study1And2	0.06						
A_P	ant-2-2009-study1And2	0.23						
A_P	ant-2-2010-study1And2	0.59						
A_P	ant-2-2011-study1And2	0.05						
A_P	ant-2-2012-study1And2	0.62						
ALL	maven2-1-2006-study1And2	0.67						
ALL	maven2-1-2007-study1And2	0.58						
ALL	maven2-1-2008-study1And2	0.67						
ALL	maven2-1-2009-study1And2	0.53						
ALL	maven2-2-2006-study1And2	0.89						
ALL	maven2-2-2007-study1And2	0.46						
ALL	maven2-2-2008-study1And2	0.64						
ALL	maven2-2-2009-study1And2	0.00						
A	maven2-1-2006-study1And2	0.64						
A	maven2-1-2007-study1And2	0.59						
A	maven2-1-2008-study1And2	0.71						
A	maven2-1-2009-study1And2	0.58						
A	maven2-2-2006-study1And2	0.89						
A	maven2-2-2007-study1And2	0.33						
A	maven2-2-2008-study1And2	0.61						
A	maven2-2-2009-study1And2	0.00						
P	maven2-1-2006-study1And2	0.64						
P	maven2-1-2007-study1And2	0.57						
P	maven2-1-2008-study1And2	0.70						
P	maven2-1-2009-study1And2	0.47						
P	maven2-2-2006-study1And2	0.89						
P	maven2-2-2007-study1And2	0.14						
P	maven2-2-2008-study1And2	0.67						
P	maven2-2-2009-study1And2	0.00						
S	maven2-1-2006-study1And2	0.64						
S	maven2-1-2007-study1And2	0.50						
S	maven2-1-2008-study1And2	0.53						
S	maven2-1-2009-study1And2	0.57						
S	maven2-2-2006-study1And2	0.50						
S	maven2-2-2007-study1And2	0.28						
S	maven2-2-2008-study1And2	0.61						
S	maven2-2-2009-study1And2	0.00						
S_A	maven2-1-2006-study1And2	0.66						
S_A	maven2-1-2007-study1And2	0.61						
S_A	maven2-1-2008-study1And2	0.69						
S_A	maven2-1-2009-study1And2	0.57						
S_A	maven2-2-2006-study1And2	0.89						
S_A	maven2-2-2007-study1And2	0.37						
S_A	maven2-2-2008-study1And2	0.57						
S_A	maven2-2-2009-study1And2	0.00						
S_P	maven2-1-2006-study1And2	0.65						
S_P	maven2-1-2007-study1And2	0.52						
S_P	maven2-1-2008-study1And2	0.69						
S_P	maven2-1-2009-study1And2	0.51						
S_P	maven2-2-2006-study1And2	0.89						
