ALL	hadoop-1-2009-study1And2	0.766						
ALL	hadoop-1-2010-study1And2	0.620						
ALL	hadoop-1-2011-study1And2	0.981						
ALL	hadoop-1-2012-study1And2	0.786						
ALL	hadoop-2-2009-study1And2	0.758						
ALL	hadoop-2-2010-study1And2	0.985						
ALL	hadoop-2-2011-study1And2	0.641						
ALL	hadoop-2-2012-study1And2	0.695						
A	hadoop-1-2009-study1And2	0.766						
A	hadoop-1-2010-study1And2	0.591						
A	hadoop-1-2011-study1And2	0.651						
A	hadoop-1-2012-study1And2	0.743						
A	hadoop-2-2009-study1And2	0.752						
A	hadoop-2-2010-study1And2	0.985						
A	hadoop-2-2011-study1And2	0.623						
A	hadoop-2-2012-study1And2	0.620						
P	hadoop-1-2009-study1And2	0.650						
P	hadoop-1-2010-study1And2	0.525						
P	hadoop-1-2011-study1And2	0.648						
P	hadoop-1-2012-study1And2	0.722						
P	hadoop-2-2009-study1And2	0.731						
P	hadoop-2-2010-study1And2	0.985						
P	hadoop-2-2011-study1And2	0.613						
P	hadoop-2-2012-study1And2	0.642						
S	hadoop-1-2009-study1And2	0.634						
S	hadoop-1-2010-study1And2	0.565						
S	hadoop-1-2011-study1And2	0.973						
S	hadoop-1-2012-study1And2	0.684						
S	hadoop-2-2009-study1And2	0.719						
S	hadoop-2-2010-study1And2	0.985						
S	hadoop-2-2011-study1And2	0.459						
S	hadoop-2-2012-study1And2	0.541						
S_A	hadoop-1-2009-study1And2	0.766						
S_A	hadoop-1-2010-study1And2	0.613						
S_A	hadoop-1-2011-study1And2	0.981						
S_A	hadoop-1-2012-study1And2	0.773						
S_A	hadoop-2-2009-study1And2	0.762						
S_A	hadoop-2-2010-study1And2	0.986						
S_A	hadoop-2-2011-study1And2	0.623						
S_A	hadoop-2-2012-study1And2	0.636						
S_P	hadoop-1-2009-study1And2	0.661						
S_P	hadoop-1-2010-study1And2	0.572						
S_P	hadoop-1-2011-study1And2	0.981						
S_P	hadoop-1-2012-study1And2	0.766						
S_P	hadoop-2-2009-study1And2	0.748						
S_P	hadoop-2-2010-study1And2	0.985						
S_P	hadoop-2-2011-study1And2	0.620						
S_P	hadoop-2-2012-study1And2	0.680						
A_P	hadoop-1-2009-study1And2	0.766						
A_P	hadoop-1-2010-study1And2	0.590						
A_P	hadoop-1-2011-study1And2	0.652						
A_P	hadoop-1-2012-study1And2	0.768						
A_P	hadoop-2-2009-study1And2	0.754						
A_P	hadoop-2-2010-study1And2	0.985						
A_P	hadoop-2-2011-study1And2	0.640						
A_P	hadoop-2-2012-study1And2	0.671						
ALL	solr-1-2007-study1And2	0.779						
ALL	solr-1-2008-study1And2	0.788						
ALL	solr-1-2009-study1And2	0.723						
ALL	solr-1-2010-study1And2	0.000						
ALL	solr-2-2007-study1And2	0.604						
ALL	solr-2-2008-study1And2	0.641						
ALL	solr-2-2009-study1And2	0.963	
A	solr-1-2007-study1And2	0.795						
A	solr-1-2008-study1And2	0.764						
A	solr-1-2009-study1And2	0.730						
A	solr-1-2010-study1And2	0.000						
A	solr-2-2007-study1And2	0.597						
A	solr-2-2008-study1And2	0.611						
A	solr-2-2009-study1And2	0.947		
P	solr-1-2007-study1And2	0.745						
P	solr-1-2008-study1And2	0.794						
P	solr-1-2009-study1And2	0.698						
P	solr-1-2010-study1And2	0.000						
P	solr-2-2007-study1And2	0.597						
P	solr-2-2008-study1And2	0.526						
P	solr-2-2009-study1And2	0.953
S	solr-1-2007-study1And2	0.740						
