ALL	derby-1-2006-study1And2	0.983						
ALL	derby-1-2007-study1And2	0.550						
ALL	derby-1-2008-study1And2	0.480						
ALL	derby-1-2009-study1And2	0.516						
ALL	derby-1-2010-study1And2	0.568						
ALL	derby-1-2011-study1And2	0.470						
ALL	derby-1-2012-study1And2	0.393						
ALL	derby-2-2006-study1And2	0.739						
ALL	derby-2-2007-study1And2	0.667						
ALL	derby-2-2008-study1And2	0.589						
ALL	derby-2-2009-study1And2	0.531						
ALL	derby-2-2010-study1And2	0.592						
ALL	derby-2-2011-study1And2	0.359						
ALL	derby-2-2012-study1And2	0.713
A	derby-1-2006-study1And2	0.982						
A	derby-1-2007-study1And2	0.493						
A	derby-1-2008-study1And2	0.527						
A	derby-1-2009-study1And2	0.466						
A	derby-1-2010-study1And2	0.543						
A	derby-1-2011-study1And2	0.433						
A	derby-1-2012-study1And2	0.370						
A	derby-2-2006-study1And2	0.710						
A	derby-2-2007-study1And2	0.638						
A	derby-2-2008-study1And2	0.566						
A	derby-2-2009-study1And2	0.527						
A	derby-2-2010-study1And2	0.592						
A	derby-2-2011-study1And2	0.318						
A	derby-2-2012-study1And2	0.734						
P	derby-1-2006-study1And2	0.982						
P	derby-1-2007-study1And2	0.516						
P	derby-1-2008-study1And2	0.518						
P	derby-1-2009-study1And2	0.307						
P	derby-1-2010-study1And2	0.579						
P	derby-1-2011-study1And2	0.527						
P	derby-1-2012-study1And2	0.271						
P	derby-2-2006-study1And2	0.624						
P	derby-2-2007-study1And2	0.599						
P	derby-2-2008-study1And2	0.560						
P	derby-2-2009-study1And2	0.521						
P	derby-2-2010-study1And2	0.523						
P	derby-2-2011-study1And2	0.328						
P	derby-2-2012-study1And2	0.708	
S	derby-1-2006-study1And2	0.982						
S	derby-1-2007-study1And2	0.545						
S	derby-1-2008-study1And2	0.435						
S	derby-1-2009-study1And2	0.363						
S	derby-1-2010-study1And2	0.495						
S	derby-1-2011-study1And2	0.482						
S	derby-1-2012-study1And2	0.242						
S	derby-2-2006-study1And2	0.658						
S	derby-2-2007-study1And2	0.620						
S	derby-2-2008-study1And2	0.546						
S	derby-2-2009-study1And2	0.564						
S	derby-2-2010-study1And2	0.495						
S	derby-2-2011-study1And2	0.396						
S	derby-2-2012-study1And2	0.689
S_A	derby-1-2006-study1And2	0.982						
S_A	derby-1-2007-study1And2	0.535						
S_A	derby-1-2008-study1And2	0.495						
S_A	derby-1-2009-study1And2	0.444						
S_A	derby-1-2010-study1And2	0.546						
S_A	derby-1-2011-study1And2	0.433						
S_A	derby-1-2012-study1And2	0.478						
S_A	derby-2-2006-study1And2	0.728						
S_A	derby-2-2007-study1And2	0.630						
S_A	derby-2-2008-study1And2	0.633						
S_A	derby-2-2009-study1And2	0.577						
S_A	derby-2-2010-study1And2	0.581						
S_A	derby-2-2011-study1And2	0.337						
S_A	derby-2-2012-study1And2	0.724
S_P	derby-1-2006-study1And2	0.982						
S_P	derby-1-2007-study1And2	0.513						
S_P	derby-1-2008-study1And2	0.462						
S_P	derby-1-2009-study1And2	0.497						
S_P	derby-1-2010-study1And2	0.559						
S_P	derby-1-2011-study1And2	0.523						
S_P	derby-1-2012-study1And2	0.316						
S_P	derby-2-2006-study1And2	0.675						
S_P	derby-2-2007-study1And2	0.641						
S_P	derby-2-2008-study1And2	0.638						
S_P	derby-2-2009-study1And2	0.515						
S_P	derby-2-2010-study1And2	0.558						
S_P	derby-2-2011-study1And2	0.301						
S_P	derby-2-2012-study1And2	0.688	
A_P	derby-1-2006-study1And2	0.983						
A_P	derby-1-2007-study1And2	0.528						
A_P	derby-1-2008-study1And2	0.495						
A_P	derby-1-2009-study1And2	0.445						
A_P	derby-1-2010-study1And2	0.590						
A_P	derby-1-2011-study1And2	0.479						
