ALL	ant-1-2006-study1And2	0.953						
ALL	ant-1-2007-study1And2	0.574						
ALL	ant-1-2008-study1And2	0.668						
ALL	ant-1-2009-study1And2	0.490						
ALL	ant-1-2010-study1And2	0.659						
ALL	ant-1-2011-study1And2	0.000						
ALL	ant-1-2012-study1And2	0.619						
ALL	ant-2-2006-study1And2	0.343						
ALL	ant-2-2007-study1And2	0.210						
ALL	ant-2-2008-study1And2	0.165						
ALL	ant-2-2009-study1And2	0.533						
ALL	ant-2-2010-study1And2	0.804						
ALL	ant-2-2011-study1And2	0.169						
ALL	ant-2-2012-study1And2	0.780						
ALL	maven2-1-2006-study1And2	0.816						
ALL	maven2-1-2007-study1And2	0.685						
ALL	maven2-1-2008-study1And2	0.808						
ALL	maven2-1-2009-study1And2	0.773						
ALL	maven2-2-2006-study1And2	0.931						
ALL	maven2-2-2007-study1And2	0.808						
ALL	maven2-2-2008-study1And2	0.828						
ALL	maven2-2-2009-study1And2	0.000
A	ant-1-2006-study1And2	0.953						
A	ant-1-2007-study1And2	0.456						
A	ant-1-2008-study1And2	0.682						
A	ant-1-2009-study1And2	0.432						
A	ant-1-2010-study1And2	0.647						
A	ant-1-2011-study1And2	0.000						
A	ant-1-2012-study1And2	0.530						
A	ant-2-2006-study1And2	0.269						
A	ant-2-2007-study1And2	0.238						
A	ant-2-2008-study1And2	0.000						
A	ant-2-2009-study1And2	0.414						
A	ant-2-2010-study1And2	0.723						
A	ant-2-2011-study1And2	0.196						
A	ant-2-2012-study1And2	0.759						
A	maven2-1-2006-study1And2	0.788						
A	maven2-1-2007-study1And2	0.714						
A	maven2-1-2008-study1And2	0.831						
A	maven2-1-2009-study1And2	0.805						
A	maven2-2-2006-study1And2	0.931						
A	maven2-2-2007-study1And2	0.758						
A	maven2-2-2008-study1And2	0.805						
A	maven2-2-2009-study1And2	0.000	
P	ant-1-2006-study1And2	0.958						
P	ant-1-2007-study1And2	0.507						
P	ant-1-2008-study1And2	0.665						
P	ant-1-2009-study1And2	0.367						
P	ant-1-2010-study1And2	0.653						
P	ant-1-2011-study1And2	0.000						
P	ant-1-2012-study1And2	0.574						
P	ant-2-2006-study1And2	0.293						
P	ant-2-2007-study1And2	0.269						
P	ant-2-2008-study1And2	0.253						
P	ant-2-2009-study1And2	0.464						
P	ant-2-2010-study1And2	0.804						
P	ant-2-2011-study1And2	0.352						
P	ant-2-2012-study1And2	0.780					
P	maven2-1-2006-study1And2	0.792						
P	maven2-1-2007-study1And2	0.694						
P	maven2-1-2008-study1And2	0.836						
P	maven2-1-2009-study1And2	0.733						
P	maven2-2-2006-study1And2	0.946						
P	maven2-2-2007-study1And2	0.693						
P	maven2-2-2008-study1And2	0.851						
P	maven2-2-2009-study1And2	0.000						
S	ant-1-2006-study1And2	0.871						
S	ant-1-2007-study1And2	0.546						
S	ant-1-2008-study1And2	0.581						
S	ant-1-2009-study1And2	0.619						
S	ant-1-2010-study1And2	0.694						
S	ant-1-2011-study1And2	0.000						
S	ant-1-2012-study1And2	0.597						
S	ant-2-2006-study1And2	0.291						
S	ant-2-2007-study1And2	0.087						
S	ant-2-2008-study1And2	0.133						
S	ant-2-2009-study1And2	0.566						
S	ant-2-2010-study1And2	0.542						
S	ant-2-2011-study1And2	0.000						
S	ant-2-2012-study1And2	0.000						
S	maven2-1-2006-study1And2	0.797						
S	maven2-1-2007-study1And2	0.625						
S	maven2-1-2008-study1And2	0.728						
S	maven2-1-2009-study1And2	0.802						
S	maven2-2-2006-study1And2	0.756						
S	maven2-2-2007-study1And2	0.734						
S	maven2-2-2008-study1And2	0.816						
S	maven2-2-2009-study1And2	0.000						
S_A	ant-1-2006-study1And2	0.947						
S_A	ant-1-2007-study1And2	0.558						
S_A	ant-1-2008-study1And2	0.700						
S_A	ant-1-2009-study1And2	0.425						
S_A	ant-1-2010-study1And2	0.654						
S_A	ant-1-2011-study1And2	0.000						
S_A	ant-1-2012-study1And2	0.583						
S_A	ant-2-2006-study1And2	0.298						
S_A	ant-2-2007-study1And2	0.241						
S_A	ant-2-2008-study1And2	0.110						
S_A	ant-2-2009-study1And2	0.557						
S_A	ant-2-2010-study1And2	0.708						
S_A	ant-2-2011-study1And2	0.000						
S_A	ant-2-2012-study1And2	0.772						
S_P	ant-1-2006-study1And2	0.957						
S_P	ant-1-2007-study1And2	0.611						
S_P	ant-1-2008-study1And2	0.632						
S_P	ant-1-2009-study1And2	0.537						
S_P	ant-1-2010-study1And2	0.639						
S_P	ant-1-2011-study1And2	0.000						
S_P	ant-1-2012-study1And2	0.625						
S_P	ant-2-2006-study1And2	0.385						
S_P	ant-2-2007-study1And2	0.157						
S_P	ant-2-2008-study1And2	0.165						
S_P	ant-2-2009-study1And2	0.518						
S_P	ant-2-2010-study1And2	0.789						
S_P	ant-2-2011-study1And2	0.339						
S_P	ant-2-2012-study1And2	0.759						
A_P	ant-1-2006-study1And2	0.952						
A_P	ant-1-2007-study1And2	0.569						
A_P	ant-1-2008-study1And2	0.663						
A_P	ant-1-2009-study1And2	0.376						
A_P	ant-1-2010-study1And2	0.659						
