ALL	hadoop-1-2009-study1And2	0.57						
ALL	hadoop-1-2010-study1And2	0.43						
ALL	hadoop-1-2011-study1And2	0.97						
ALL	hadoop-1-2012-study1And2	0.64						
ALL	hadoop-2-2009-study1And2	0.38						
ALL	hadoop-2-2010-study1And2	0.00						
ALL	hadoop-2-2011-study1And2	0.58						
ALL	hadoop-2-2012-study1And2	0.50						
A	hadoop-1-2009-study1And2	0.57						
A	hadoop-1-2010-study1And2	0.40						
A	hadoop-1-2011-study1And2	0.45						
A	hadoop-1-2012-study1And2	0.58						
A	hadoop-2-2009-study1And2	0.38						
A	hadoop-2-2010-study1And2	0.00						
A	hadoop-2-2011-study1And2	0.48						
A	hadoop-2-2012-study1And2	0.39						
P	hadoop-1-2009-study1And2	0.44						
P	hadoop-1-2010-study1And2	0.32						
P	hadoop-1-2011-study1And2	0.44						
P	hadoop-1-2012-study1And2	0.51						
P	hadoop-2-2009-study1And2	0.32						
P	hadoop-2-2010-study1And2	0.00						
P	hadoop-2-2011-study1And2	0.49						
P	hadoop-2-2012-study1And2	0.43						
S	hadoop-1-2009-study1And2	0.38						
S	hadoop-1-2010-study1And2	0.36						
S	hadoop-1-2011-study1And2	0.93						
S	hadoop-1-2012-study1And2	0.42						
S	hadoop-2-2009-study1And2	0.28						
S	hadoop-2-2010-study1And2	0.00						
S	hadoop-2-2011-study1And2	0.32						
S	hadoop-2-2012-study1And2	0.31						
S_A	hadoop-1-2009-study1And2	0.57						
S_A	hadoop-1-2010-study1And2	0.42						
S_A	hadoop-1-2011-study1And2	0.97						
S_A	hadoop-1-2012-study1And2	0.63						
S_A	hadoop-2-2009-study1And2	0.39						
S_A	hadoop-2-2010-study1And2	0.26						
S_A	hadoop-2-2011-study1And2	0.48						
S_A	hadoop-2-2012-study1And2	0.41						
S_P	hadoop-1-2009-study1And2	0.51						
S_P	hadoop-1-2010-study1And2	0.37						
S_P	hadoop-1-2011-study1And2	0.97						
S_P	hadoop-1-2012-study1And2	0.60						
S_P	hadoop-2-2009-study1And2	0.36						
S_P	hadoop-2-2010-study1And2	0.00						
S_P	hadoop-2-2011-study1And2	0.55						
S_P	hadoop-2-2012-study1And2	0.48						
A_P	hadoop-1-2009-study1And2	0.57						
A_P	hadoop-1-2010-study1And2	0.40						
A_P	hadoop-1-2011-study1And2	0.45						
A_P	hadoop-1-2012-study1And2	0.62						
A_P	hadoop-2-2009-study1And2	0.38						
A_P	hadoop-2-2010-study1And2	0.00						
A_P	hadoop-2-2011-study1And2	0.58						
A_P	hadoop-2-2012-study1And2	0.47						
ALL	solr-1-2007-study1And2	0.38						
ALL	solr-1-2008-study1And2	0.47						
ALL	solr-1-2009-study1And2	0.23						
ALL	solr-1-2010-study1And2	0.00						
ALL	solr-2-2007-study1And2	0.32						
ALL	solr-2-2008-study1And2	0.43						
ALL	solr-2-2009-study1And2	0.93						
A	solr-1-2007-study1And2	0.42						
A	solr-1-2008-study1And2	0.40						
A	solr-1-2009-study1And2	0.25						
A	solr-1-2010-study1And2	0.00						
A	solr-2-2007-study1And2	0.31						
A	solr-2-2008-study1And2	0.40						
A	solr-2-2009-study1And2	0.90						
P	solr-1-2007-study1And2	0.27						
P	solr-1-2008-study1And2	0.46						
P	solr-1-2009-study1And2	0.15						
P	solr-1-2010-study1And2	0.00						
P	solr-2-2007-study1And2	0.31						
P	solr-2-2008-study1And2	0.29						
P	solr-2-2009-study1And2	0.89						
S	solr-1-2007-study1And2	0.25						
S	solr-1-2008-study1And2	0.31						
S	solr-1-2009-study1And2	0.03						
S	solr-1-2010-study1And2	0.00						
S	solr-2-2007-study1And2	0.27						
S	solr-2-2008-study1And2	0.33						
S	solr-2-2009-study1And2	0.69						
S_A	solr-1-2007-study1And2	0.40						
S_A	solr-1-2008-study1And2	0.44						
S_A	solr-1-2009-study1And2	0.24						
S_A	solr-1-2010-study1And2	0.00						
S_A	solr-2-2007-study1And2	0.34						
S_A	solr-2-2008-study1And2	0.42						
S_A	solr-2-2009-study1And2	0.91						
S_P	solr-1-2007-study1And2	0.30						
S_P	solr-1-2008-study1And2	0.46						
S_P	solr-1-2009-study1And2	0.05						
S_P	solr-1-2010-study1And2	0.00						
S_P	solr-2-2007-study1And2	0.30						
S_P	solr-2-2008-study1And2	0.30						
S_P	solr-2-2009-study1And2	0.89						
A_P	solr-1-2007-study1And2	0.44						
A_P	solr-1-2008-study1And2	0.42						
